"net_tfa","age","inc","fsize","educ","db","marr","twoearn","e401","p401","pira","hown"
0,37,17571,4,12,0,1,0,0,0,0,0
8000,44,17880,1,11,0,0,0,1,1,0,1
19679,49,58920,4,13,1,1,1,1,0,0,1
826,47,16956,2,12,0,1,0,0,0,0,1
-5000,43,22410,1,12,1,0,0,0,0,0,0
15300,46,58347,4,12,1,1,1,1,1,1,1
300,34,26490,1,12,1,0,0,0,0,0,1
-17351,42,56883,4,14,0,1,1,1,0,0,1
102799,64,103431,2,12,0,1,0,1,1,1,1
34849,51,63363,3,18,0,1,1,1,1,1,1
60015,37,26550,2,15,0,1,1,0,0,0,1
264,60,20388,2,11,0,1,0,1,0,1,1
1300,35,55374,3,12,0,1,1,0,0,1,1
42399,31,75861,3,13,0,1,1,1,1,1,1
0,41,11202,2,9,0,0,0,0,0,0,0
1225,35,24549,1,14,1,0,0,0,0,0,0
-46700,32,44460,4,14,1,1,1,0,0,0,0
-3000,37,19236,1,14,1,0,0,0,0,0,0
-3900,48,31506,5,13,0,1,1,0,0,0,1
16749,46,61044,2,12,1,1,1,1,1,1,1
0,53,10761,1,12,0,0,0,1,0,0,0
400,43,25500,2,13,0,0,0,1,0,0,1
-7953,59,42948,2,12,0,1,1,0,0,0,1
0,32,14529,4,12,0,0,0,0,0,0,0
-18866,45,59616,2,16,0,0,0,1,0,0,0
-36000,50,31260,1,16,1,0,0,1,1,0,0
-17550,45,48000,4,14,0,1,1,0,0,0,0
-2430,48,14328,3,12,0,1,1,0,0,0,1
2000,33,79713,1,18,0,0,0,0,0,0,0
40949,50,45045,1,14,1,0,0,1,1,1,1
5900,42,41883,1,16,1,0,0,0,0,1,1
10307,46,18507,2,13,0,1,1,1,1,0,1
12148,36,58026,4,17,0,1,1,1,0,1,1
128950,49,97365,4,18,1,1,1,1,1,1,1
-40,27,8928,3,12,0,0,0,0,0,0,0
8088,55,28920,1,14,0,0,0,1,1,0,1
69200,49,16968,1,12,1,0,0,0,0,1,1
0,33,12000,2,16,1,0,0,0,0,0,1
-6900,43,16326,4,14,0,0,0,0,0,0,1
-3900,43,18246,5,12,0,1,0,1,0,0,1
82249,39,60120,3,15,1,1,1,1,1,1,1
1300,34,38940,4,15,1,1,0,1,1,0,1
97500,41,57657,3,3,0,1,0,0,0,1,1
-13701,34,82488,4,16,0,1,1,1,1,1,1
18487,28,57441,1,16,1,0,0,1,1,0,1
0,32,10176,5,11,0,1,0,0,0,0,1
50,29,25155,3,14,0,1,0,1,0,0,0
3174,28,52530,3,18,1,0,0,0,0,0,1
24100,37,32865,3,16,0,1,1,1,1,1,1
999,59,33084,2,12,0,1,0,0,0,0,1
-2900,43,29808,3,12,0,1,0,0,0,0,1
0,51,16320,10,12,0,1,0,1,0,0,0
0,39,19635,5,12,0,1,0,0,0,0,1
2099,49,14970,4,12,0,1,0,0,0,0,1
0,57,7800,1,6,0,0,0,0,0,0,0
18900,32,49542,3,14,0,1,1,1,1,0,1
56943,47,61575,3,18,0,1,1,1,1,1,1
29319,47,87720,2,12,0,1,0,0,0,1,1
6000,38,44604,2,15,0,1,1,1,1,1,1
105000,61,140130,2,1,1,1,1,1,1,1,1
-3750,42,28845,2,16,1,1,0,1,0,0,1
20250,45,76008,2,12,0,1,1,1,0,0,1
37400,55,57672,3,12,0,1,1,1,1,0,1
-2750,29,19797,2,13,0,1,1,0,0,0,0
-3264,25,27270,3,12,0,1,1,0,0,0,1
-5687,44,67428,4,18,1,1,1,1,0,1,1
686,36,19200,3,14,0,0,0,0,0,0,1
-750,43,26166,1,15,1,0,0,0,0,0,0
14400,35,50628,1,18,1,0,0,1,1,0,1
-4770,47,61800,5,12,1,1,1,1,0,0,1
400,61,10032,1,12,0,0,0,0,0,0,0
2800,36,81510,5,14,0,1,1,0,0,1,1
101408,56,36912,3,12,1,1,1,1,1,1,1
36942,42,69081,5,15,0,1,1,1,1,1,1
750,30,47124,1,11,0,0,0,0,0,0,0
-1300,40,20400,4,12,0,1,0,0,0,0,0
499,30,19446,4,13,0,1,0,0,0,0,0
1500,59,17340,4,10,0,1,1,1,1,0,1
100800,37,57000,3,18,1,1,1,1,0,1,1
38307,39,44460,2,16,1,1,1,1,1,1,1
2724,51,34302,2,18,0,0,0,0,0,1,0
0,25,19800,1,9,1,0,0,0,0,0,1
1134098,38,39000,1,18,0,0,0,1,1,1,1
16000,60,0,6,4,0,1,1,1,0,0,1
24999,28,33900,1,15,0,0,0,0,0,0,0
-33848,38,41400,5,12,0,1,0,1,1,0,1
50,36,13821,2,14,0,0,0,0,0,0,1
-21020,25,21456,1,13,0,0,0,1,1,0,0
10999,25,36600,1,16,0,0,0,0,0,0,0
23983,42,61683,5,16,1,1,1,1,1,0,1
1000,32,9774,1,14,0,0,0,0,0,0,0
82734,53,76050,4,13,0,1,1,1,1,1,1
350,25,28059,1,14,1,0,0,0,0,0,0
-500,31,32412,8,12,0,1,1,1,0,0,1
127174,51,43560,1,16,0,0,0,1,1,0,1
-14901,30,19644,2,12,1,0,0,0,0,0,0
-3345,41,7797,5,12,0,1,0,0,0,0,0
599,27,10836,3,14,0,0,0,0,0,0,1
14600,51,21750,2,12,0,0,0,1,1,0,1
40300,35,27486,2,14,0,1,0,0,0,1,0
4947,41,40308,5,12,1,1,1,1,1,0,0
-6190,49,31176,1,12,1,0,0,1,0,0,1
11700,38,77124,1,17,0,0,0,0,0,1,1
-3150,33,36549,1,17,1,0,0,0,0,1,1
-8410,25,22110,4,12,0,1,1,1,1,0,1
100,25,7044,4,5,0,1,0,0,0,0,0
7190,34,35184,1,12,1,0,0,0,0,0,1
-2380,32,7284,4,12,0,1,1,0,0,0,0
0,39,8700,3,16,0,0,0,0,0,0,0
-2847,42,45453,4,15,0,1,1,0,0,0,0
630632,50,101331,1,17,1,0,0,1,1,1,1
-6700,64,17040,1,8,0,0,0,0,0,0,1
1799,34,73764,1,18,0,0,0,0,0,0,1
-3016,59,12906,1,13,0,0,0,0,0,0,0
1149,43,22527,1,13,1,0,0,1,0,0,0
-1494,30,29478,5,13,0,1,1,0,0,0,0
21549,34,83496,4,17,0,1,1,1,0,0,1
-1350,31,30198,1,14,1,0,0,1,1,0,0
28200,32,100296,2,17,1,1,1,1,1,0,1
13697,33,32442,3,12,0,1,1,0,0,0,0
18700,41,75321,1,18,1,0,0,1,1,0,0
0,40,53091,3,12,0,1,1,0,0,0,1
1760,42,57414,5,16,1,1,1,1,1,0,1
1200,29,15372,1,12,0,0,0,0,0,0,0
2999,53,54486,2,12,0,1,1,1,0,0,1
-2400,41,30240,1,14,0,0,0,0,0,0,1
-2350,36,14646,2,11,0,0,0,0,0,0,0
-14760,39,42600,3,14,0,1,1,1,1,0,1
3446,47,30720,2,15,0,0,0,0,0,0,0
96,42,18540,3,12,0,1,0,0,0,0,1
72475,41,91689,5,15,1,1,1,1,1,1,1
3440,49,30246,2,18,0,1,0,1,1,1,1
18300,62,29700,2,12,0,1,0,0,0,0,1
1635,32,25494,1,18,1,0,0,0,0,0,0
197150,41,74592,3,15,0,1,0,0,0,1,1
75,26,20403,1,12,1,0,0,1,0,0,0
30999,41,39150,1,18,1,0,0,0,0,1,0
6478,57,32913,2,12,0,1,0,1,0,0,1
4400,64,22983,2,14,1,0,0,1,1,1,1
-2480,32,61722,3,13,0,1,1,0,0,0,1
4999,49,41100,1,16,0,1,0,0,0,0,0
3955,31,23562,1,12,0,0,0,0,0,0,0
2000,55,32340,2,14,0,1,1,0,0,0,0
18500,43,24060,1,16,1,0,0,1,1,1,0
18000,27,11799,1,18,0,0,0,0,0,0,0
99,43,36000,3,12,0,1,1,0,0,0,1
-4240,38,33855,4,12,1,1,1,0,0,0,0
699,27,38616,1,14,0,0,0,0,0,0,0
-550,38,24870,3,14,1,0,0,1,0,0,1
22599,29,26064,1,14,0,0,0,1,1,0,0
100,35,14556,4,15,1,0,0,1,0,0,0
18500,58,22443,2,12,0,1,0,0,0,1,1
100,36,34386,4,12,0,1,1,0,0,0,1
550,34,65505,4,13,0,1,1,0,0,0,1
0,31,7962,2,12,0,0,0,0,0,0,0
-1895,31,28362,4,17,1,1,0,0,0,0,1
0,33,15165,1,12,1,0,0,1,0,0,0
39600,60,13245,1,12,0,0,0,0,0,0,1
12250,46,61521,5,12,1,0,0,0,0,1,1
23499,55,8460,1,16,0,1,0,0,0,1,1
8250,29,143781,3,17,1,1,1,1,1,0,1
5296,30,18915,1,12,0,0,0,1,1,0,0
60300,38,110181,5,12,0,1,1,0,0,1,0
132425,45,80850,5,13,0,1,0,1,1,1,1
1499,49,41658,1,16,0,0,0,0,0,0,0
0,61,0,3,16,0,1,0,0,0,0,1
3325,43,11460,1,12,0,0,0,0,0,0,1
-4800,54,12048,2,14,1,0,0,0,0,0,1
13000,41,15480,4,7,0,1,1,0,0,0,1
4799,38,43020,5,12,0,1,1,0,0,0,1
50,45,24300,1,18,1,0,0,0,0,0,1
125000,54,29040,1,14,0,0,0,1,1,0,0
-2600,39,7560,2,16,0,0,0,0,0,0,0
398,37,20781,2,9,0,1,0,0,0,0,0
-1650,52,12912,4,8,0,1,0,0,0,0,1
-128,32,22080,3,10,0,1,1,0,0,0,0
7299,42,47265,1,18,1,0,0,0,0,0,0
58500,47,47292,1,16,1,0,0,0,0,0,1
-2373,32,13182,4,12,0,1,0,0,0,0,1
-12000,27,29301,3,12,1,1,1,1,0,0,0
4100,33,23661,1,16,0,0,0,0,0,0,0
-2382,37,37662,11,12,0,1,1,0,0,0,0
1500,33,24060,1,12,0,0,0,0,0,0,1
-20800,30,41412,3,14,0,1,1,0,0,0,1
15508,56,31680,1,12,1,0,0,1,1,1,1
-3690,43,37146,2,18,1,0,0,0,0,0,1
-1150,44,16806,3,12,0,1,0,0,0,0,1
133249,54,65661,4,12,0,1,1,0,0,1,1
-15000,26,97998,1,18,0,0,0,0,0,0,0
125,43,13896,2,12,0,0,0,0,0,0,1
218400,55,117600,4,14,1,1,1,1,1,1,1
93000,52,106896,6,12,0,1,0,1,1,1,1
-200,47,1200,2,15,0,0,0,0,0,0,0
2150,48,31905,2,12,0,1,0,0,0,1,1
523535,36,164097,2,18,1,1,1,1,1,1,1
-5141,26,22854,3,12,0,1,1,0,0,0,0
2010,48,29238,4,10,0,1,0,0,0,0,1
0,32,6030,3,8,0,0,0,0,0,0,0
-10000,31,42510,2,18,1,1,1,1,1,0,0
14299,32,23718,1,16,0,0,0,0,0,1,0
6055,38,55500,2,12,1,1,1,1,0,0,0
-40,35,15690,3,12,0,0,0,0,0,0,1
33910,42,82035,5,12,0,1,1,1,1,0,0
0,25,3600,5,8,0,1,0,0,0,0,1
29767,48,49701,4,12,0,1,1,1,1,1,1
34678,29,54900,4,16,0,1,0,1,1,0,1
850,26,16116,3,13,0,1,0,0,0,0,0
219759,61,29130,1,13,1,0,0,0,0,0,1
57599,36,74100,3,16,0,1,0,1,1,1,1
0,42,7470,3,4,0,0,0,0,0,0,0
-5008,40,36621,5,6,0,1,0,0,0,0,1
17565,50,42759,4,12,0,1,0,0,0,1,1
5021,54,9600,3,12,0,1,0,0,0,0,1
-3300,36,8622,1,16,0,0,0,0,0,0,0
70498,42,63333,4,18,1,1,1,1,1,1,1
0,45,9096,1,12,0,0,0,0,0,0,0
-11000,51,18264,2,14,1,0,0,0,0,0,1
2882,40,36174,2,12,0,1,1,1,0,0,1
-16200,26,7440,4,13,0,1,0,0,0,0,0
0,35,1920,4,12,0,1,0,0,0,0,0
6750,36,22815,2,13,0,0,0,0,0,1,1
21000,35,92277,4,12,0,1,1,0,0,0,1
2500,27,54300,1,18,1,0,0,0,0,0,1
1e+05,64,43002,2,14,0,1,0,0,0,1,1
-6943,34,22779,3,15,0,1,0,1,1,0,0
1599,64,6498,1,13,0,0,0,0,0,0,0
-4000,46,14400,4,11,0,1,0,0,0,0,1
-2400,28,28887,2,18,0,1,1,0,0,0,0
-75,46,13125,8,4,1,1,0,1,1,0,0
1800,41,23469,3,14,0,0,0,0,0,0,1
173,57,14292,1,12,0,0,0,0,0,0,1
6465,39,21888,2,12,1,0,0,1,1,0,0
249,41,34794,1,16,1,0,0,0,0,0,0
4175,36,63288,2,15,0,1,1,0,0,0,0
31199,36,95823,3,18,0,1,1,1,1,1,1
-13937,62,44124,3,14,1,1,0,1,1,1,1
7500,37,38208,4,12,0,1,1,1,1,1,1
-299750,42,53514,4,10,0,1,1,0,0,0,1
4200,57,27366,2,12,0,1,0,0,0,0,1
-5900,47,40800,1,12,0,0,0,1,0,0,0
17460,50,34935,1,18,1,0,0,1,1,0,1
39800,40,132057,4,16,1,1,1,0,0,1,0
0,36,16506,5,11,0,1,0,0,0,0,0
4310,50,22263,2,13,0,0,0,0,0,1,0
8500,32,38490,4,13,0,1,0,0,0,1,1
-550,43,20529,1,12,1,0,0,0,0,0,0
2907,54,19116,1,13,1,0,0,1,1,0,0
-500,29,89280,1,13,1,0,0,0,0,0,0
499,30,15330,2,15,0,0,0,0,0,0,0
-2600,45,9315,2,14,0,0,0,0,0,0,1
1152,61,23562,1,15,0,0,0,0,0,0,1
-980,39,22800,3,15,0,0,0,0,0,0,1
4500,46,32184,3,16,0,0,0,0,0,0,1
9055,39,34908,3,12,0,1,1,0,0,1,0
4700,33,41637,2,12,0,1,1,0,0,0,0
27332,52,70392,2,12,0,1,1,1,1,1,1
14350,43,15300,3,12,0,0,0,1,1,0,1
400,31,19140,1,12,1,0,0,0,0,0,1
6900,26,19560,1,18,1,0,0,1,0,0,0
1999,33,31203,4,12,0,1,1,1,1,0,1
-5800,36,36699,3,18,1,0,0,0,0,0,1
17748,41,30927,3,9,0,1,0,0,0,1,1
49,26,20340,1,14,1,0,0,1,0,0,0
0,52,21891,2,8,1,0,0,0,0,0,1
4799,26,24942,4,13,0,0,0,0,0,0,0
-605,50,31659,3,12,0,1,1,0,0,0,0
0,46,35100,3,15,1,1,1,0,0,0,0
21275,39,46110,4,14,0,1,1,1,1,1,1
9000,50,35754,2,12,1,0,0,1,0,0,1
-1393,28,45351,2,12,0,1,1,0,0,0,0
45,62,13218,2,10,1,0,0,0,0,0,1
0,36,25500,5,9,0,1,1,0,0,0,0
230500,45,76428,2,18,1,1,1,0,0,1,1
2648,41,28551,4,12,0,1,0,0,0,1,1
599,29,24156,1,16,1,0,0,1,0,0,0
0,51,4338,3,13,0,0,0,0,0,0,1
42196,56,64332,5,12,0,1,0,0,0,0,1
50355,40,49095,5,18,1,1,1,1,1,1,1
-1925,56,14703,1,10,1,0,0,0,0,0,1
0,51,16500,5,12,0,1,0,0,0,0,0
110400,59,46500,3,12,0,1,0,0,0,1,1
39800,42,57861,3,14,0,1,1,1,1,0,1
-950,32,16848,1,12,0,0,0,1,1,0,0
349,39,35295,3,14,0,0,0,0,0,0,1
62500,60,55476,2,12,1,0,0,0,0,1,1
-9868,50,30420,2,16,0,1,0,0,0,0,0
50000,59,49245,4,15,0,1,0,1,0,0,1
10900,39,41793,5,14,1,1,1,1,1,0,1
0,47,57924,4,12,0,1,0,0,0,0,0
137000,39,54900,3,18,0,1,0,0,0,1,1
900,35,17460,1,14,0,0,0,0,0,0,0
0,32,15834,5,12,0,1,0,0,0,0,0
0,25,34953,2,12,0,1,1,0,0,0,1
10900,35,71700,3,16,0,1,1,0,0,0,1
900,36,42114,6,15,0,1,1,0,0,0,0
36725,40,54816,4,12,0,1,1,1,1,1,1
-19173,31,24000,1,12,0,0,0,0,0,0,1
499,47,15330,2,9,0,0,0,0,0,0,1
-2700,31,97914,3,17,0,1,1,1,1,0,1
-19175,30,28716,4,15,0,1,0,0,0,0,0
32992,40,80664,4,15,0,1,0,1,1,1,1
14583,60,15894,2,12,0,1,0,0,0,1,1
999,31,23265,1,13,0,0,0,0,0,0,0
35,57,22440,5,6,0,1,1,0,0,0,1
-2100,48,18564,2,14,0,0,0,0,0,0,1
619,34,23532,2,12,1,0,0,1,0,0,0
-8800,33,30828,5,12,0,1,0,0,0,0,1
37998,60,81618,3,12,0,1,1,0,0,0,1
0,64,11775,3,7,0,1,0,0,0,0,0
356,33,31575,2,12,1,1,1,0,0,0,1
1791,28,30936,4,12,0,1,1,0,0,1,1
-1894,37,29523,4,13,0,1,0,1,0,0,1
17934,45,53856,1,13,0,0,0,1,1,0,0
200,42,28245,2,18,1,1,1,1,0,0,0
710,26,37641,3,12,0,1,0,0,0,0,1
79100,30,47430,2,16,1,0,0,1,1,1,1
0,57,13362,1,6,0,0,0,0,0,0,1
-4815,36,29976,3,12,0,1,0,0,0,0,1
77975,47,77016,2,14,1,1,1,1,1,0,1
42568,53,76686,2,12,0,1,1,1,1,0,1
4620,53,88422,5,17,0,1,1,0,0,1,1
-3801,46,124860,2,16,0,0,0,0,0,0,1
138000,56,100365,2,18,1,1,1,1,1,1,1
3550,52,20838,1,17,1,0,0,0,0,0,0
-3000,40,10386,3,12,0,0,0,0,0,0,1
-19950,34,25191,1,18,0,0,0,0,0,0,1
325,34,33171,3,12,0,1,0,0,0,0,0
12309,51,37770,7,11,0,1,1,1,1,1,1
18450,53,22614,1,16,0,0,0,0,0,0,1
5450,45,45309,1,14,1,0,0,1,0,1,0
976,36,21753,6,8,0,1,1,1,1,0,0
600,34,46386,4,16,1,1,1,0,0,0,0
964,37,18540,5,12,1,0,0,1,1,0,0
0,55,12240,1,11,0,0,0,0,0,0,0
23000,57,16500,2,13,0,1,1,0,0,0,1
195000,44,128700,4,17,1,1,1,0,0,1,1
8048,25,34893,1,12,1,0,0,0,0,0,0
6000,30,36720,3,8,1,1,1,1,1,0,1
10000,26,21306,3,12,1,1,1,0,0,0,1
-7000,45,44019,5,16,0,1,1,0,0,1,1
-250,34,100029,5,13,0,1,1,0,0,0,1
36500,61,38940,3,12,0,1,0,0,0,1,1
-19900,38,45822,5,18,1,1,1,1,1,1,1
-21700,38,42378,4,14,0,1,1,0,0,0,1
-1000,33,31440,1,16,1,0,0,0,0,0,0
18499,52,26856,2,12,1,1,1,0,0,0,1
600,30,7884,2,8,0,0,0,0,0,0,0
22425,54,65025,3,12,0,1,1,1,1,0,1
12575,43,20724,1,16,0,0,0,1,1,0,1
-980,56,29529,4,12,0,1,0,0,0,0,0
-315,31,11364,4,12,0,1,0,0,0,0,0
11100,32,49920,3,12,0,1,1,1,1,0,1
-1360,40,15045,1,15,0,0,0,0,0,0,1
48250,38,44754,4,12,0,1,1,0,0,1,1
-400,42,24408,1,12,0,0,0,0,0,0,0
-3500,43,84000,1,16,0,0,0,0,0,0,1
27500,54,36375,1,15,1,0,0,1,1,0,1
156100,38,107172,4,14,1,1,1,0,0,0,1
-350,26,15330,1,13,0,0,0,0,0,0,0
3000,61,35292,1,10,0,0,0,1,0,0,0
-4470,42,53205,5,6,0,1,1,0,0,0,1
-1600,27,54444,1,17,0,0,0,1,0,0,1
27000,58,28476,1,12,0,0,0,0,0,1,1
51000,63,22422,2,13,1,1,0,0,0,1,1
50513,51,8082,2,12,0,1,1,0,0,1,1
17350,30,30036,4,16,0,1,0,1,1,0,1
5000,41,54852,5,12,1,1,1,0,0,0,1
-20930,32,21609,5,16,0,1,1,0,0,0,0
-3300,58,27639,2,10,0,1,0,0,0,0,1
-25402,37,56784,3,14,1,1,1,1,0,0,1
-15345,32,36015,6,12,0,1,0,1,0,0,1
-21751,28,3765,3,16,0,0,0,0,0,0,0
6500,40,47463,2,15,1,1,1,0,0,0,1
350,28,12750,4,12,0,0,0,0,0,0,0
100,35,40572,1,8,1,0,0,0,0,0,0
-1468,25,10500,3,14,0,0,0,0,0,0,0
46000,48,60000,1,18,0,0,0,1,1,1,1
37920,33,42816,4,13,0,1,1,1,1,0,1
1019,60,5391,1,10,0,0,0,0,0,0,1
-1246,42,14307,6,12,0,1,0,0,0,0,0
-2168,29,29994,4,12,0,1,1,0,0,0,0
400,25,14400,5,17,0,1,0,0,0,0,0
5,45,13911,2,10,0,0,0,0,0,0,0
0,35,26700,3,12,0,1,1,0,0,0,0
800,32,25314,1,12,0,0,0,0,0,0,0
14900,44,78099,5,17,1,1,1,0,0,1,1
-1425,45,24645,5,11,1,1,0,0,0,0,1
749,42,20469,2,12,0,0,0,0,0,0,0
-1000,49,36720,2,16,0,1,0,0,0,0,1
161000,62,66240,2,16,0,1,0,1,1,1,1
0,36,2310,1,12,0,0,0,0,0,0,0
3149,34,16884,1,14,0,0,0,1,1,0,0
52436,34,31242,2,16,0,1,1,1,1,1,1
87897,59,79545,2,18,0,1,0,0,0,1,1
425,32,18294,2,12,1,0,0,0,0,0,0
-6376,27,29598,1,18,0,0,0,0,0,0,0
0,39,13338,6,12,0,0,0,0,0,0,0
90930,36,93648,2,18,0,1,1,0,0,1,0
-2996,33,11376,3,12,0,0,0,0,0,0,1
0,52,14040,1,12,0,0,0,0,0,0,0
-1011,25,10206,3,13,0,1,0,0,0,0,1
200,30,36450,5,13,1,1,1,0,0,0,1
9855,42,35244,1,18,1,0,0,1,1,1,1
-165,37,20421,1,13,0,0,0,0,0,0,0
1400,25,37257,2,18,0,1,1,0,0,0,1
0,34,48900,4,12,0,1,1,0,0,0,1
1100,41,18090,2,14,0,1,0,0,0,0,0
-7100,38,35157,4,12,0,1,0,1,0,0,0
12000,34,19110,1,17,0,0,0,0,0,0,0
440,37,40647,5,12,0,1,1,0,0,0,1
-1501,61,21630,3,15,1,0,0,0,0,0,1
33500,34,80694,3,10,0,1,0,1,0,0,1
-2350,25,13377,1,12,0,0,0,0,0,0,0
1700,42,17817,1,9,0,0,0,0,0,0,1
-3380,28,25245,2,14,1,1,1,1,0,0,1
0,39,20148,2,12,0,0,0,0,0,0,0
86399,50,18981,2,18,1,0,0,0,0,1,1
-1062,29,16236,3,14,0,0,0,0,0,0,1
17000,35,9600,3,12,0,0,0,0,0,1,0
0,38,99996,4,12,0,1,0,0,0,0,1
6368,31,62730,3,16,0,1,0,0,0,1,1
14420,42,47010,3,18,1,0,0,0,0,1,1
23898,54,71604,2,13,0,1,0,0,0,0,1
152500,63,76104,2,18,0,0,0,1,1,1,1
-5950,45,22812,5,12,0,1,0,0,0,0,0
22350,41,32610,2,15,1,0,0,1,0,1,1
300,29,19215,1,12,0,0,0,0,0,0,0
0,38,25626,4,6,0,1,0,0,0,0,0
61749,51,22902,1,16,1,0,0,1,1,1,1
-1714,40,25560,1,18,1,0,0,0,0,0,1
-1500,42,47682,4,12,0,1,0,0,0,0,1
18000,34,33084,4,14,0,1,0,1,1,0,1
16610,61,25233,1,12,0,0,0,0,0,1,1
0,28,16320,2,12,0,1,0,0,0,0,0
80500,59,78972,2,14,0,1,1,1,1,1,1
1000,40,14040,2,12,1,0,0,1,1,0,0
12205,42,42813,4,18,1,1,1,0,0,0,1
0,54,8478,5,5,0,0,0,0,0,0,0
38399,43,48471,4,16,0,0,0,1,1,1,1
-8000,40,37368,6,12,0,1,1,0,0,0,1
9599,49,143067,1,16,0,0,0,0,0,0,1
98,39,16779,4,12,0,1,1,1,1,0,1
-3290,28,21582,1,16,0,0,0,0,0,0,0
700,25,25395,1,15,0,0,0,0,0,0,1
-1840,33,44388,5,12,0,1,0,0,0,0,1
-600,30,36066,2,10,0,1,1,0,0,0,1
25794,44,68535,4,18,1,1,1,1,1,0,1
169,27,18909,2,12,0,0,0,0,0,0,0
-8752,38,59229,5,12,0,1,1,0,0,0,1
119250,37,74013,3,18,0,1,0,1,1,0,1
0,29,10176,2,11,0,0,0,0,0,0,0
0,39,19125,4,13,0,0,0,0,0,0,0
9750,59,21747,4,12,0,1,0,0,0,0,0
8345,38,35718,3,12,0,1,1,1,1,0,1
-101,38,57219,4,12,1,1,1,1,1,0,0
3000,29,31842,1,18,0,0,0,1,1,0,1
1450,29,21660,4,12,0,1,0,0,0,0,0
53450,35,60303,4,16,0,1,1,1,1,0,1
-7151,33,76080,4,15,0,1,1,0,0,1,1
0,45,7500,1,18,0,0,0,0,0,0,0
-27700,40,46026,3,12,1,1,1,1,0,1,1
18700,32,51816,1,16,0,0,0,1,1,0,1
4420,29,50367,4,12,0,1,1,1,1,0,1
33199,52,75126,2,13,0,1,1,0,0,0,1
800,43,9690,6,5,1,0,0,1,1,0,1
30,26,39846,4,16,0,1,1,0,0,0,0
-1801,35,72420,4,16,0,1,1,1,0,0,1
12400,40,55035,1,16,1,0,0,1,1,1,0
1549,54,36996,5,13,0,1,1,0,0,0,1
48528,58,63360,2,13,0,1,1,0,0,1,1
0,28,6006,2,10,0,0,0,0,0,0,0
1700,41,45810,4,14,0,1,1,0,0,1,1
-3074,44,12774,1,13,1,0,0,1,0,0,0
16069,39,45762,4,17,0,1,0,0,0,1,1
7799,57,12516,4,14,0,1,1,0,0,0,1
3670,35,18882,1,18,1,0,0,1,0,1,0
12048,48,17214,1,11,0,0,0,1,1,0,0
-10300,30,18042,5,12,0,1,0,0,0,1,1
112,33,17796,3,12,0,0,0,0,0,0,0
-500,32,30669,1,13,0,0,0,0,0,1,0
400,41,25272,3,12,0,0,0,0,0,0,1
-500,34,13320,4,10,0,1,1,0,0,0,1
-500,51,19968,2,18,0,0,0,0,0,0,1
351300,51,77850,5,12,0,1,0,1,1,1,1
-7955,34,33954,5,14,0,1,1,0,0,0,1
27240,45,46521,1,14,1,0,0,1,1,1,0
5500,26,42150,1,18,0,0,0,1,1,0,0
-250,41,31800,1,12,1,0,0,0,0,0,0
1500,36,17055,2,13,0,0,0,0,0,0,0
47449,47,57492,6,12,0,1,1,1,1,1,1
124100,35,32874,1,16,0,0,0,1,1,0,1
99760,62,57081,3,18,0,1,0,0,0,1,1
250,57,39312,1,16,0,0,0,0,0,0,1
-6500,28,14550,1,16,0,0,0,0,0,0,0
0,31,17901,3,9,0,0,0,0,0,0,0
199,41,25542,4,8,1,0,0,0,0,0,0
86999,61,33636,2,12,0,1,0,0,0,1,1
968999,58,33915,2,1,0,1,0,0,0,1,1
100,39,21240,4,17,0,1,1,0,0,0,0
-2840,40,15306,2,12,0,0,0,0,0,0,0
-300,37,16200,1,14,0,0,0,0,0,0,0
-8388,28,28530,3,12,0,1,1,0,0,1,1
0,35,17640,4,15,1,0,0,0,0,0,0
55000,63,55500,2,15,0,1,0,0,0,1,1
555,54,25500,6,10,0,1,0,0,0,0,0
-930,31,12600,3,13,0,0,0,0,0,0,0
75149,50,50742,2,8,0,1,0,1,1,0,1
-105,35,86811,4,14,0,1,1,1,1,0,1
999,53,21888,1,12,0,0,0,0,0,0,1
765,30,57834,2,16,1,1,1,1,1,0,1
2900,35,37380,4,12,0,1,1,0,0,0,0
500,48,53412,2,12,1,1,1,0,0,0,1
15900,41,52845,2,14,0,1,1,1,1,0,1
-5600,27,28464,4,16,0,1,0,1,0,0,1
78599,62,29694,2,12,0,1,0,0,0,1,1
-1500,53,21150,2,12,1,0,0,0,0,0,1
4149,38,48327,5,15,0,1,1,1,0,0,1
17700,41,61953,4,14,1,1,1,0,0,0,1
-5100,40,45231,3,13,0,0,0,0,0,0,1
-150,45,15054,4,12,0,0,0,0,0,0,1
44310,53,16002,1,13,0,0,0,1,1,0,0
6000,39,21945,1,16,0,0,0,0,0,0,1
2500,64,21111,1,14,0,0,0,0,0,0,1
-2500,57,26832,2,12,1,1,0,0,0,0,1
-2586,38,33606,7,12,0,1,0,1,0,0,1
-570,38,17781,4,13,0,1,0,0,0,0,1
-300,40,24795,3,13,1,0,0,0,0,0,0
5709,35,28407,4,11,0,1,1,1,1,0,0
-2000,40,3696,3,12,0,0,0,0,0,0,1
-2900,43,55716,5,14,0,1,1,1,0,0,1
0,50,16320,6,12,0,1,0,0,0,0,0
41999,38,51798,2,14,0,0,0,0,0,0,1
0,33,23601,4,10,1,0,0,0,0,0,0
24351,64,21192,2,11,0,1,0,1,1,0,1
17075,35,30300,2,18,0,0,0,0,0,0,1
-9764,43,11454,5,12,0,1,0,0,0,0,1
